C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_39_861.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_39_861.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_39_861.jpg, 0, 0, 0, 8.018355E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_39_965.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_39_965.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_39_965.jpg, 0, 0, 0, 7.772365E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_072.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_072.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_072.jpg, 0, 0, 0, 7.812929E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_175.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_175.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_175.jpg, 0, 0, 0, 7.855154E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_279.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_279.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_279.jpg, 0, 0, 0, 7.863102E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_380.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_380.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_380.jpg, 0, 0, 0, 7.827685E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_486.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_486.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_486.jpg, 0, 0, 0, 7.961466E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_589.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_589.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_589.jpg, 0, 0, 0, 7.823647E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_690.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_690.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_690.jpg, 0, 0, 0, 7.963837E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_791.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_791.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_791.jpg, 0, 0, 0, 7.87141E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_892.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_892.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_892.jpg, 0, 0, 0, 7.798152E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_40_999.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_40_999.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_40_999.jpg, 0, 0, 0, 7.766928E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_103.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_103.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_103.jpg, 0, 0, 0, 7.944649E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_206.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_206.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_206.jpg, 0, 0, 0, 7.800134E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_307.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_307.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_307.jpg, 0, 0, 0, 7.79957E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_414.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_414.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_414.jpg, 0, 0, 0, 7.862256E-05
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_518.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_518.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_518.jpg, 0, 0.2256552, 0, 0.1284011
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_623.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_623.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_623.jpg, 0, 0.5254506, 0, 0.5785251
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_725.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_725.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_725.jpg, 0, 0.8352253, 0, 1.440878
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_828.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_828.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_828.jpg, 0, 1, 0, 2.587015
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_41_932.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_41_932.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_41_932.jpg, 0, 1, 0, 3.759233
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_039.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_039.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_039.jpg, 0, 1, 0, 5.160834
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_139.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_139.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_139.jpg, 0, 1, 0, 6.315334
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_242.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_242.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_242.jpg, 0, 1, 0, 7.458641
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_348.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_348.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_348.jpg, -0.2820975, 1, 0, 8.571132
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_449.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_449.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_449.jpg, -0.5205267, 1, 0, 9.6211
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_552.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_552.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_552.jpg, -0.2090388, 1, 0, 10.73699
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_656.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_656.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_656.jpg, 0, 1, 0, 12.16553
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_761.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_761.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_761.jpg, 0, 1, 0, 13.05776
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_862.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_862.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_862.jpg, 0, 1, 0, 14.21705
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_42_968.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_42_968.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_42_968.jpg, 0, 1, 0, 15.30568
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_070.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_070.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_070.jpg, -0.276105, 1, 0, 16.23267
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_173.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_173.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_173.jpg, -0.563337, 1, 0, 17.26768
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_275.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_275.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_275.jpg, -0.6333327, 1, 0, 18.28931
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_377.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_377.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_377.jpg, -0.3260637, 1, 0, 19.20387
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_479.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_479.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_479.jpg, -0.0203238, 1, 0, 20.32698
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_584.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_584.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_584.jpg, 0, 1, 0, 21.23443
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_684.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_684.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_684.jpg, 0, 1, 0, 22.28032
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_790.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_790.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_790.jpg, 0, 1, 0, 23.23938
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_895.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_895.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_895.jpg, 0, 1, 0, 24.41361
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_43_996.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_43_996.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_43_996.jpg, 0, 1, 0, 25.37813
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_102.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_102.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_102.jpg, -0.1653858, 1, 0, 26.32022
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_205.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_205.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_205.jpg, -0.473787, 1, 0, 27.1295
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_309.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_309.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_309.jpg, -0.4678122, 1, 0, 27.86184
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_410.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_410.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_410.jpg, -0.1687713, 1, 0, 28.80004
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_511.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_511.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_511.jpg, 0, 1, 0, 29.69922
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_614.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_614.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_614.jpg, 0, 1, 0, 30.19024
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_716.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_716.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_716.jpg, 0, 1, 0, 30.19045
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_819.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_819.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_819.jpg, 0, 1, 0, 30.19031
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_44_923.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_44_923.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_44_923.jpg, 0, 1, 0, 30.19029
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_024.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_024.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_024.jpg, 0, 1, 0, 30.19029
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_127.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_127.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_127.jpg, 0, 1, 0, 30.19029
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_232.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_232.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_232.jpg, 0, 1, 0, 30.19046
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_336.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_336.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_336.jpg, -0.108264, 1, 0, 30.18719
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_439.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_439.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_439.jpg, -0.4154619, 1, 0, 30.15319
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_545.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_545.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_545.jpg, -0.4132255, 1, 0, 30.17608
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_645.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_645.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_645.jpg, -0.1054677, 1, 0, 30.19226
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_750.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_750.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_750.jpg, 0, 1, 0, 30.18887
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_854.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_854.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_854.jpg, 0, 1, 0, 30.19017
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_45_957.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_45_957.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_45_957.jpg, 0, 1, 0, 30.19026
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_060.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_060.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_060.jpg, 0, 1, 0, 30.19027
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_161.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_161.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_161.jpg, 0, 1, 0, 30.19028
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_263.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_263.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_263.jpg, -0.0240054, 1, 0, 30.1902
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_368.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_368.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_368.jpg, -0.3267846, 1, 0, 30.16466
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_472.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_472.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_472.jpg, -0.4825965, 1, 0, 30.15339
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_574.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_574.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_574.jpg, -0.1949334, 1, 0, 30.19353
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_678.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_678.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_678.jpg, 0, 1, 0, 30.18856
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_780.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_780.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_780.jpg, 0, 1, 0, 30.19014
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_885.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_885.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_885.jpg, 0, 1, 0, 30.19019
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_46_988.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_46_988.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_46_988.jpg, 0, 1, 0, 30.19032
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_47_091.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_47_091.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_47_091.jpg, 0, 1, 0, 30.19044
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_47_192.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_47_192.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_47_192.jpg, 0, 1, 0, 30.1903
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_47_293.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_47_293.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_47_293.jpg, 0, 1, 0, 30.19031
C:\_Temp\CarSim\IMG\center_2020_08_02_00_22_47_396.jpg, C:\_Temp\CarSim\IMG\left_2020_08_02_00_22_47_396.jpg, C:\_Temp\CarSim\IMG\right_2020_08_02_00_22_47_396.jpg, 0, 1, 0, 30.19027
